nyuARCHE_000.png,0.5131,0.5131,0.3418,0.3408
nyuARCHE_020.png,0.6982,0.6982,0.3991,0.3065
nyuARCHE_040.png,0.7363,0.7363,0.4080,0.2995
nyuARCHE_060.png,0.6472,0.6472,0.4760,0.4749
nyuARCHE_080.png,0.7072,0.7072,0.4356,0.3745
nyuARCHE_100.png,0.7474,0.7474,0.5132,0.4737
nyuARCHE_120.png,0.5697,0.5697,0.3520,0.3169
nyuARCHE_140.png,0.4973,0.4973,0.2871,0.3164
nyuARCHE_160.png,0.6462,0.6462,0.3911,0.3340
nyuARCHE_180.png,0.5939,0.5939,0.3363,0.2962
nyuARCHE_200.png,0.6784,0.6784,0.3817,0.3049
nyuARCHE_220.png,0.7193,0.7193,0.4235,0.3311
nyuARCHE_240.png,0.4584,0.4584,0.2498,0.2871
nyuARCHE_260.png,0.4247,0.4247,0.2693,0.2742
nyuARCHE_280.png,0.7724,0.7724,0.4138,0.2848
nyuARCHE_300.png,0.7450,0.7450,0.4305,0.3240
nyuARCHE_320.png,0.7863,0.7863,0.5394,0.4556
nyuARCHE_340.png,0.5917,0.5917,0.3713,0.3355
nyuARCHE_360.png,0.6196,0.6196,0.4027,0.4099
nyuARCHE_380.png,0.6327,0.6327,0.4192,0.3878
